scientific_name,count,height_M
Archontophoenix cunninghamiana,39,54.26
Pittosporum tenuifolium,38,46.13
Robinia,38,78.31
Ficus nitida,38,52.84
Picea pungens,38,70.8
Chamaerops humilis,37,47.26
Acer grandidentatum,37,44.25
Thuja plicata,36,62.7
Aesculus hippocastanum,36,64.43
Pyrus communis,36,40.83
Eucalyptus viminalis,34,178.52
Quercus frainetto,32,27.67
Cycas revoluta,32,19.89
Pseudotsuga menziesii,32,90.94
Rhamnus alaternus,32,52.49
Leptospermum laevigatum,31,34.83
Fraxinus pennsylvanica,31,102.13
Pinus contorta,30,85.52
Melaleuca quinquenervia,28,336.52
Juglans californica,27,78.01
Cupressus macrocarpa,27,108.39
Bauhinia variegata,26,53.76
Yucca elephantipes,25,44.62
Agonis flexuosa,25,61.55
Syzygium australe,24,59.47
Acacia,23,66.16
Ziziphus jujuba,23,40.37
Salix matsudana,22,73.82
Cornus florida,22,33.26
Bauhinia forficata,21,71.4
Cupressus,21,90.3
Pinus sylvestris,21,94.52
Cercis siliquastrum,21,49.21
Sequoiadendron giganteum,20,146.82
Cercis,18,19.3
Liquidambar,18,113.42
Celtis,18,76.55
Araucaria columnaris,18,52.95
Tilia americana,18,85.3
Rhaphiolepis,18,23.33
Populus alba,17,73.34
Prunus ilicifolia,17,49.79
Escallonia exoniensis,17,37.54
Musa,16,30.35
Phoenix roebelenii,16,25.63
Betula papyrifera,16,67.96
Casuarina equisetifolia,16,153.79
Prunus sargentii,16,47.16
Cotoneaster lacteus,15,33.9
Ilex,15,49.21
Feijoa sellowiana,15,39.37
Acer saccharum,14,93.27
Styphnolobium japonicum,14,21.09
Corymbia maculata,14,271.84
Prunus subhirtella,13,30.28
Acacia longifolia,13,56.05
Radermachera sinica,13,88.58
Casuarina cunninghamiana,13,150.37
Afrocarpus falcatus,13,38.28
Chamaecyparis lawsoniana,13,68.52
Paulownia tomentosa,13,78.74
Ceiba speciosa,12,71.08
Elaeocarpus decipiens,12,56.59
Crateagus,12,52.2
Pittosporum rhombifolium,12,73.55
Casuarina stricta,12,98.15
Phoenix dactylifera,12,58.16
Hibiscus,11,34.3
Picea glauca,11,29.83
Lagerstroemia,11,41.76
Albizia amara,11,40.26
Griselinia littoralis,11,71.58
Acer ginnala,11,53.69
Chorisia speciosa,11,77.85
Pittosporum,10,53.15
Parkinsonia florida,10,68.9
Rosa,10,21.0
Nandina domestica,10,23.29
Leucaena leucocephala,10,65.62
Malus Mill.,10,41.01
Baccharis pilularis,10,39.04
Buddleja davidii,10,38.39
Pinus eldarica,9,103.89
Juniperus scopulorum,9,76.55
Ilex aquifolium,9,58.69
Prunus virginiana,9,51.04
Escallonia,9,44.47
Juglans,9,57.82
Castanea sativa,9,69.26
Lyonothamnus floribundus,9,35.72
Buxus sempervirens,9,23.33
Taxus baccata,9,63.43
Liquidambar formosana,8,125.08
Ceanothus,8,41.01
Abelia grandiflora,8,51.56
Taxodium distichum,8,87.76
Acer miyabei,8,32.81
Metasequoia glyptostroboides,8,104.58
Parkinsonia aculeata,8,75.87
Chamaecyparis,7,67.02
Wisteria,7,29.06
Ficus benjamina,7,25.78
Pistacia vera,7,46.87
Prunus serotina,7,58.59
Michelia champaca,7,49.21
Elaeagnus angustifolia,7,67.02
Liquidambar orientalis,7,107.8
Solanum ellipticum,7,24.14
Lycianthes rantonnetii,6,22.97
Psidium guajava,6,33.36
Tecomaria capensis,6,47.03
Fortunella margarita,6,35.54
Alnus,6,83.11
Arctostaphylos manzanita,6,41.01
Ulmus wilsoniana,6,35.0
Brahea armata,6,60.15
Acer pseudoplatanus,6,51.95
Pyrus pyrifolia,6,38.28
Juniperus,6,58.4
Eucalyptus leucoxylon,5,200.13
Archontophoenix alexandrae,5,38.06
Quercus chrysolepis,5,65.62
Eucalyptus torquata,5,127.3
Prunus laurocerasus,5,39.37
Ficus,5,53.81
Fraxinus ornus,5,88.58
Syringa,5,32.81
Quercus alba,5,82.02
Melaleuca,5,62.34
Pinus ponderosa,5,202.1
Pinus brutia,5,78.74
Pinus muricata,5,108.27
Persea borbonia,5,85.3
Leptospermum scoparium,5,31.5
Brachychiton rupestris,4,65.62
Euonymus,4,45.11
Dypsis decaryi,4,49.21
Euonymus japonicus,4,22.97
Fagus sylvatica,4,63.98
Malus pumila,4,26.25
Ficus macrophylla,4,37.73
Livistona chinensis,4,65.62
Cercis reniformis,4,34.45
Acer griseum,4,28.71
Eugenia uniflora,4,77.1
Brahea edulis,4,65.62
Malus domestica,4,8.2
Sabal mexicana,4,127.13
Eucalyptus parvula,4,139.44
Erythrina crista-galli,4,41.01
Ptelea trifoliata,4,45.11
Myrtus communis,3,39.92
Araucaria bidwillii,3,132.33
Quercus acutissima,3,114.83
Platanus occidentalis,3,95.14
Cupressus funebris,3,71.08
Phoenix reclinata,3,38.28
Acer truncatum,3,65.62
Cryptomeria japonica,3,54.68
Citrus japonica,3,27.34
Celtis chinensis,3,92.96
Pinus flexilis,3,16.4
Casimiroa edulis,3,65.62
Syringa reticulata,3,38.28
Buxus,3,32.81
Sorbus,3,43.74
Strelitzia nicolai,3,41.56
Strelitzia reginae,3,28.43
Aesculus,3,174.98
Quercus buckleyi,3,
Styrax japonicus,3,38.28
Podocarpus henkelii,3,65.62
Washingtonia,3,76.55
Pittosporum crassifolium,3,60.15
Myoporum Banks,3,55.77
Hakea suaveolens,3,38.28
Prunus lusitanica,3,43.74
Prunus salicina,3,44.84
Viburnum tinus,3,38.28
Pinus sabiniana,3,136.7
Podocarpus,3,49.21
Magnolia champaca,2,62.34
Broussonetia papyrifera,2,86.94
Murraya exotica,2,59.06
Laburnum watereri,2,49.21
Thuja,2,82.02
Phormium,2,27.89
Celtis reticulata,2,106.63
Plumbago auriculata,2,32.81
Sapium sebiferum,2,70.54
Cedrus,2,54.13
Hesperocyparis,2,88.58
Magnolia stellata,2,18.04
Bougainvillea,2,42.65
Butia capitata,2,57.41
Acca sellowiana,2,36.09
Eucalyptus crebra,2,180.45
Acrocomia totai,2,41.01
Pittosporum Gaertn.,2,26.25
Tipuana tipu,2,82.02
Acer nigrum,2,34.45
Acer paxii,2,131.23
Ligustrum,2,24.61
Michelia doltsopa,2,16.4
Pinus thunbergiana,2,57.41
Pithecellobium flexicaule,2,49.21
Baccharis,2,29.53
Ficus elastica,2,106.63
Corylus maxima,2,67.26
Albizia,2,32.81
Acacia dealbata,1,65.62
Acacia stenophylla,1,82.02
Metrosideros excelsa,1,32.81
Mahonia aquifolium,1,32.81
Acacia decurrens,1,147.64
Thujopsis dolabrata,1,49.21
"Arbor SchrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¶der,",1,19.69
Syringa vulgaris,1,22.97
Brahea brandegeei,1,65.62
Tibouchina urvilleana,1,29.53
Mahonia fremontii,1,65.62
Tabebuia chrysotricha,1,98.43
Vitex agnus-castus,1,32.81
Acer L.,1,32.81
Trachelospermum jasminoides,1,22.97
Torreya californica,1,213.25
Phormium tenax,1,29.53
Bambusa,1,49.21
Brachychiton acerifolius,1,59.06
Rhus copallina,1,72.18
Brugmansia versicolor,1,22.97
Prunus maritima,1,49.21
Erythrina,1,49.21
Erythrina poeppigiana,1,49.21
Pinus pumila,1,22.97
Escallonia virgata,1,29.53
Eucalyptus cladocalyx,1,196.85
Psidium,1,22.97
Eucalyptus parvifolia,1,180.45
Eucalyptus rudis,1,114.83
Eucalyptus saligna,1,147.64
Leptospermum,1,39.37
Caesalpinia pulcherrima,1,36.09
Ficus microcarpa,1,49.21
Lagunaria patersonii,1,98.43
Fraxinus excelsior,1,65.62
Hakea laurina,1,52.49
Heliconia,1,19.69
Holodiscus discolor,1,19.69
Hymenosporum flavum,1,114.83
Juniperus virginiana,1,39.37
Ilex glabra,1,78.74
Eriobotrya,1,52.49
Eleagnus pungens,1,32.81
Echium candicans,1,42.65
Quercus laurifolia,1,82.02
