scientific_name,count,height_M
Quercus,468,107.82
Sequoia sempervirens,203,166.06
Abies,155,144.97
Acer,139,63.23
Platanus acerifolia,87,93.22
Pyrus,68,64.6
Pinus,24,121.66
Prunus,22,56.52
Celtis occidentalis,17,72.18
Cedrus,9,119.93
Salix,7,128.42
Juglans,6,95.14
Alnus,4,78.74
Fraxinus oxycarpa,2,98.43
Liquidambar styraciflua,1,78.74
Populus,1,164.04
