scientific_name,count,height_M
Quercus frainetto,7,
Acer nigrum,7,
Physocarpus opulifolius,7,
Albizia julibrissin,6,
Stewartia,6,
Fraxinus excelsior,6,
Quercus schuettei,5,
Cupressus,5,
Acer buergerianum,5,
Chamaecyparis,5,
Styphnolobium japonicum,5,
Quercus dentata,5,
Pinus thunbergiana,4,
Paulownia,4,
Cornus alba,4,
Quercus prinus,4,
Alnus rubra,4,
Ptelea trifoliata,4,
Picea orientalis,4,
Quercus phellos,4,
Malus floribunda,4,
Morus rubra,4,
Yucca rostrata,4,
Abies lasiocarpa,4,
Fraxinus velutina,4,
Viburnum prunifolium,3,
Ulmus glabra,3,
Chionanthus retusus,3,
Quercus polymorpha,3,
Tsuga canadensis,3,
Ziziphus jujuba,3,
Pinus bungeana,3,
Salix caprea,3,
Ilex,3,
Elaeagnus umbellata,2,
Tamarix,2,
Nyssa ogeche,2,
Magnolia kobus,2,
Fraxinus angustifolia,2,
Ilex verticillata,2,
Pinus jeffreyi,1,
Calocedrus decurrens,1,
Oxydendrum arboreum,1,
Sassafras albidum,1,
Magnolia grandiflora,1,
Acer monspessulanum,1,
Sorbus aria,1,
Prunus L.,1,
Carya tomentosa,1,
Castanea dentata,1,
Platanus orientalis,1,
Chilopsis linearis,1,
Styrax japonicus,1,
Pinus cembra,1,
Robinia ambigua,1,
Tilia mongolica,1,
Robinia neomexicana,1,
Hamamelis virginiana,1,
Cupressus sempervirens,1,
