scientific_name,count,height_M
Lagerstroemia speciosa,6,30.62
Pinus mugo,6,28.98
Betula papyrifera,6,78.74
Hovenia dulcis,5,112.86
Ulmus alata,5,154.2
Taxodium ascendens,5,147.64
Prunus sargentii,5,40.68
Vitex agnus-castus,5,37.4
Amelanchier laevis,5,29.53
Betula pendula,5,40.03
Populus alba,5,123.36
Prunus virginiana,5,34.12
Fraxinus nigra,5,144.36
Halesia tetraptera,5,30.84
Tilia euchlora,4,127.13
Viburnum rufidulum,4,22.15
Taxus cuspidata,4,71.36
Salix,4,110.73
Rhus copallinum,4,19.69
Abies balsamea,4,164.04
Picea orientalis,4,75.46
Malus angustifolia,4,50.03
Alnus incana,4,13.94
Juglans regia,4,90.22
Syringa vulgaris,3,32.81
Betula lenta,3,29.53
Oxydendrum arboreum,3,99.52
Rhamnus cathartica,3,38.28
Buxus sempervirens,3,53.59
Quercus laevis,3,33.9
Viburnum prunifolium,3,25.15
Carya,3,71.08
Carya laciniosa,3,142.17
Picea omorika,3,106.08
Sorbus aucuparia,3,45.93
Cupressus sempervirens,3,38.28
Chamaecyparis nootkatensis,3,40.46
Cunninghamia lanceolata,3,88.58
Populus grandidentata,3,45.93
Zanthoxylum americanum,3,32.81
Sorbus alnifolia,3,71.08
Chionanthus retusus,3,44.84
Tetradium daniellii,3,73.27
Calocedrus decurrens,2,65.62
Prunus incam,2,45.93
Cupressus arizonica,2,106.63
Castanea dentata,2,98.43
Magnolia sprengeri,2,147.64
Salix discolor,2,32.81
Liquidambar orientalis,2,85.3
Magnolia acuminata,2,139.44
Alnus glutinosa,2,21.33
Corylus colurna,2,31.17
Firmiana simplex,2,98.43
Fraxinus quadrangulata,2,164.04
Acer truncatum,2,90.22
Pseudolarix amabilis,2,85.3
Pinus parviflora,2,55.77
Zanthoxylum piperitum,2,36.09
Pinus palustris,2,65.62
Populus,2,114.83
Pinus densiflora,2,62.34
Acer triflorum,2,54.13
Picea,2,68.9
Abies fraseri,2,73.82
Abies firma,2,155.84
Viburnum lentago,2,26.25
Abies nordmanniana,2,147.64
Prunus americana,2,32.81
Acer diabolicum,2,73.82
Musa acuminata,2,19.69
Quercus montana,2,32.81
Prunus avium,2,60.7
Acer monspessulanum,2,27.89
Pinus peuce,2,98.43
Cephalanthus occidentalis,1,22.97
Chamaecyparis,1,49.21
Aesculus neglecta,1,29.53
Cedrus libani,1,114.83
Xanthocyparis nootkatensis,1,49.21
Abies homolepis,1,147.64
Tilia europaea,1,180.45
Betula populifolia,1,26.25
Betula platyphylla,1,65.62
Acer mandshuricum,1,49.21
Xanthoceras sorbifolium,1,26.25
Prunus caroliniana,1,49.21
Cotinus obovatus,1,22.97
Magnolia tripetala,1,82.02
Populus tremuloides,1,19.69
Pinus sabiniana,1,147.64
Pinus rigida,1,114.83
Pinus koraiensis,1,114.83
Pinus bungeana,1,147.64
Physocarpus opulifolius,1,13.12
Quercus ilicifolia,1,82.02
Photinia serrulata,1,49.21
Quercus laurifolia,1,98.43
Photinia,1,32.81
Osmanthus heterophyllus,1,42.65
Malus transitoria,1,32.81
Malus sargentii,1,22.97
Quercus pagoda,1,22.97
Quercus prinoides,1,9.84
Symplocos paniculata,1,42.65
Magnolia macrophylla,1,91.86
Ligustrum lucidum,1,16.4
Kalopanax pictus,1,82.02
Ilex myrtifolia,1,22.97
Rhododendron,1,98.43
Rhus,1,32.81
Idesia polycarpa,1,49.21
Rhus glabra,1,26.25
Hydrangea,1,19.69
Hamamelis intermedia,1,39.37
Ficus,1,19.69
Elaeagnus umbellata,1,49.21
Diospyros kaki,1,13.12
Crataegus mollis,1,91.86
Zelkova sinica,1,180.45
