scientific_name,count,height_M
Acacia stenophylla,1,49.21
Acacia melanoxylon,1,147.64
Casimiroa edulis,1,98.43
Ilex altaclarensis,1,49.21
Ficus religiosa,1,98.43
Melaleuca linariifolia,1,98.43
Pittosporum floribundum,1,98.43
Pinus attenuata,1,49.21
Nerium oleander,1,49.21
Punica granatum,1,98.43
Neoblechnum brasiliense,1,147.64
Melaleuca nesophila,1,49.21
Quercus douglasii,1,98.43
Malus sylvestris,1,49.21
Hibiscus rosa-sinensis,1,98.43
Magnolia champaca,1,98.43
Litchi chinensis,1,98.43
Leptospermum laevigatum,1,49.21
Laurus nobilis,1,98.43
Acacia baileyana,1,98.43
Juglans,1,98.43
Prosopis,1,98.43
Acacia,1,49.21
